date,sp500,sp500ret
20021107,902.65,-0.022852
20021108,894.74,-0.008763
20021111,876.19,-0.020732
20021112,882.95,0.007715
20021113,882.53,-0.000476
20021114,904.27,0.024634
20021115,909.83,0.006149
20021118,900.36,-0.010409
20021119,896.74,-0.004021
20021120,914.15,0.019415
20021121,933.76,0.021452
20021122,930.55,-0.003438
20021125,932.88,0.002504
20021126,913.31,-0.020978
20021127,938.87,0.027986
20021129,936.31,-0.002727
20021202,934.53,-0.001901
20021203,920.75,-0.014745
20021204,917.57,-0.003454
20021205,906.55,-0.01201
20021206,912.23,0.006266
20021209,892,-0.022176
20021210,904.45,0.013957
20021211,904.96,0.000564
20021212,901.59,-0.003724
20021213,889.48,-0.013432
20021216,910.4,0.023519
20021217,902.99,-0.008139
20021218,891.12,-0.013145
20021219,884.25,-0.007709
20021220,895.75,0.013005
20021223,897.38,0.00182
20021224,892.47,-0.005471
20021226,889.66,-0.003149
20021227,875.4,-0.016029
20021230,879.39,0.004558
20021231,879.82,0.000489
20030102,909.03,0.0332
20030103,908.59,-0.000484
20030106,929.01,0.022474
20030107,922.93,-0.006545
20030108,909.93,-0.014086
20030109,927.58,0.019397
20030110,927.57,-0.000011
20030113,926.26,-0.001412
20030114,931.66,0.00583
20030115,918.22,-0.014426
20030116,914.6,-0.003942
20030117,901.78,-0.014017
20030121,887.62,-0.015702
20030122,878.36,-0.010432
20030123,887.34,0.010224
20030124,861.4,-0.029233
20030127,847.48,-0.01616
20030128,858.54,0.01305
20030129,864.36,0.006779
20030130,844.61,-0.022849
20030131,855.7,0.01313
20030203,860.32,0.005399
20030204,848.2,-0.014088
20030205,843.59,-0.005435
20030206,838.15,-0.006449
20030207,829.69,-0.010094
20030210,835.97,0.007569
20030211,829.2,-0.008098
20030212,818.68,-0.012687
20030213,817.37,-0.0016
20030214,834.89,0.021435
20030218,851.17,0.0195
20030219,845.13,-0.007096
20030220,837.1,-0.009501
20030221,848.17,0.013224
20030224,832.58,-0.018381
20030225,838.57,0.007195
20030226,827.55,-0.013141
20030227,837.28,0.011758
20030228,841.15,0.004622
20030303,834.81,-0.007537
20030304,821.99,-0.015357
20030305,829.85,0.009562
20030306,822.1,-0.009339
20030307,828.89,0.008259
20030310,807.48,-0.02583
20030311,800.73,-0.008359
20030312,804.19,0.004321
20030313,831.9,0.034457
20030314,833.27,0.001647
20030317,862.79,0.035427
20030318,866.45,0.004242
20030319,874.02,0.008737
20030320,875.67,0.001888
20030321,895.79,0.022977
20030324,864.23,-0.035231
20030325,874.74,0.012161
20030326,869.95,-0.005476
20030327,868.52,-0.001644
20030328,863.5,-0.00578
20030331,848.18,-0.017742
20030401,858.48,0.012144
20030402,880.9,0.026116
20030403,876.45,-0.005052
20030404,878.85,0.002738
20030407,879.93,0.001229
20030408,878.29,-0.001864
20030409,865.99,-0.014004
20030410,871.58,0.006455
20030411,868.3,-0.003763
20030414,885.23,0.019498
20030415,890.81,0.006303
20030416,879.91,-0.012236
20030417,893.58,0.015536
20030421,892.01,-0.001757
20030422,911.37,0.021704
20030423,919.02,0.008394
20030424,911.43,-0.008259
20030425,898.81,-0.013846
20030428,914.84,0.017835
20030429,917.84,0.003279
20030430,916.92,-0.001002
20030501,916.3,-0.000676
20030502,930.08,0.015039
20030505,926.55,-0.003795
20030506,934.39,0.008461
20030507,929.62,-0.005105
20030508,920.27,-0.010058
20030509,933.41,0.014278
20030512,945.11,0.012535
20030513,942.3,-0.002973
20030514,939.28,-0.003205
20030515,946.67,0.007868
20030516,944.3,-0.002504
20030519,920.77,-0.024918
20030520,919.73,-0.001129
20030521,923.42,0.004012
20030522,931.87,0.009151
20030523,933.22,0.001449
20030527,951.48,0.019567
20030528,953.22,0.001829
20030529,949.64,-0.003756
20030530,963.59,0.01469
20030602,967,0.003539
20030603,971.56,0.004716
20030604,986.24,0.01511
20030605,990.14,0.003954
20030606,987.76,-0.002404
20030609,975.93,-0.011977
20030610,984.84,0.00913
20030611,997.48,0.012835
20030612,998.51,0.001033
20030613,988.61,-0.009915
20030616,1010.74,0.022385
20030617,1011.66,0.00091
20030618,1010.09,-0.001552
20030619,994.7,-0.015236
20030620,995.69,0.000995
20030623,981.64,-0.014111
20030624,983.44,0.001834
20030625,975.31,-0.008267
20030626,985.82,0.010776
20030627,976.22,-0.009738
20030630,974.5,-0.001762
20030701,982.32,0.008025
20030702,993.76,0.011646
20030703,985.7,-0.008111
20030707,1004.42,0.018992
20030708,1007.84,0.003405
20030709,1002.21,-0.005586
20030710,988.7,-0.01348
20030711,998.14,0.009548
20030714,1003.86,0.005731
20030715,1000.42,-0.003427
20030716,994,-0.006417
20030717,981.73,-0.012344
20030718,993.32,0.011806
20030721,978.8,-0.014618
20030722,988.11,0.009512
20030723,988.61,0.000506
20030724,981.6,-0.007091
20030725,998.68,0.0174
20030728,996.52,-0.002163
20030729,989.28,-0.007265
20030730,987.49,-0.001809
20030731,990.31,0.002856
20030801,980.15,-0.010259
20030804,982.82,0.002724
20030805,965.46,-0.017663
20030806,967.08,0.001678
20030807,974.12,0.00728
20030808,977.59,0.003562
20030811,980.59,0.003069
20030812,990.35,0.009953
20030813,984.03,-0.006382
20030814,990.51,0.006585
20030815,990.67,0.000162
20030818,999.74,0.009155
20030819,1002.35,0.002611
20030820,1000.3,-0.002045
20030821,1003.27,0.002969
20030822,993.06,-0.010177
20030825,993.71,0.000655
20030826,996.73,0.003039
20030827,996.79,0.00006
20030828,1002.84,0.006069
20030829,1008.01,0.005155
20030902,1021.99,0.013869
20030903,1026.27,0.004188
20030904,1027.97,0.001656
20030905,1021.39,-0.006401
20030908,1031.64,0.010035
20030909,1023.17,-0.00821
20030910,1010.92,-0.011973
20030911,1016.42,0.005441
20030912,1018.63,0.002174
20030915,1014.81,-0.00375
20030916,1029.32,0.014298
20030917,1025.97,-0.003255
20030918,1039.58,0.013266
20030919,1036.3,-0.003155
20030922,1022.82,-0.013008
20030923,1029.03,0.006071
20030924,1009.38,-0.019096
20030925,1003.27,-0.006053
20030926,996.85,-0.006399
20030929,1006.58,0.009761
20030930,995.97,-0.010541
20031001,1018.22,0.02234
20031002,1020.24,0.001984
20031003,1029.85,0.009419
20031006,1034.35,0.00437
20031007,1039.25,0.004737
20031008,1033.78,-0.005263
20031009,1038.73,0.004788
20031010,1038.06,-0.000645
20031013,1045.35,0.007023
20031014,1049.48,0.003951
20031015,1046.76,-0.002592
20031016,1050.07,0.003162
20031017,1039.32,-0.010237
20031020,1044.68,0.005157
20031021,1046.03,0.001292
20031022,1030.36,-0.01498
20031023,1033.77,0.00331
20031024,1028.91,-0.004701
20031027,1031.13,0.002158
20031028,1046.79,0.015187
20031029,1048.11,0.001261
20031030,1046.94,-0.001116
20031031,1050.71,0.003601
20031103,1059.02,0.007909
20031104,1053.25,-0.005448
20031105,1051.81,-0.001367
20031106,1058.05,0.005933
20031107,1053.21,-0.004574
20031110,1047.11,-0.005792
20031111,1046.57,-0.000516
20031112,1058.56,0.011456
20031113,1058.41,-0.000142
20031114,1050.35,-0.007615
20031117,1043.63,-0.006398
20031118,1034.15,-0.009084
20031119,1042.44,0.008016
20031120,1033.65,-0.008432
20031121,1035.28,0.001577
20031124,1052.08,0.016227
20031125,1053.89,0.00172
20031126,1058.45,0.004327
20031128,1058.2,-0.000236
20031201,1070.12,0.011264
20031202,1066.62,-0.003271
20031203,1064.73,-0.001772
20031204,1069.72,0.004687
20031205,1061.5,-0.007684
20031208,1069.3,0.007348
20031209,1060.18,-0.008529
20031210,1059.05,-0.001066
20031211,1071.21,0.011482
20031212,1074.14,0.002735
20031215,1068.04,-0.005679
20031216,1075.13,0.006638
20031217,1076.48,0.001256
20031218,1089.18,0.011798
20031219,1088.67,-0.000468
20031222,1092.94,0.003922
20031223,1096.02,0.002818
20031224,1094.04,-0.001807
20031226,1095.89,0.001691
20031229,1109.48,0.012401
20031230,1109.64,0.000144
20031231,1111.92,0.002055
20040102,1108.48,-0.003094
20040105,1122.22,0.012395
20040106,1123.67,0.001292
20040107,1126.33,0.002367
20040108,1131.92,0.004963
20040109,1121.86,-0.008888
20040112,1127.23,0.004787
20040113,1121.22,-0.005332
20040114,1130.52,0.008295
20040115,1132.05,0.001353
20040116,1139.83,0.006872
20040120,1138.77,-0.00093
20040121,1147.62,0.007772
20040122,1143.94,-0.003207
20040123,1141.55,-0.002089
20040126,1155.37,0.012106
20040127,1144.05,-0.009798
20040128,1128.48,-0.01361
20040129,1134.11,0.004989
20040130,1131.13,-0.002628
20040202,1135.26,0.003651
20040203,1136.03,0.000678
20040204,1126.52,-0.008371
20040205,1128.59,0.001838
20040206,1142.76,0.012555
20040209,1139.81,-0.002581
20040210,1145.54,0.005027
20040211,1157.76,0.010667
20040212,1152.11,-0.00488
20040213,1145.81,-0.005468
20040217,1156.99,0.009757
20040218,1151.82,-0.004468
20040219,1147.06,-0.004133
20040220,1144.11,-0.002572
20040223,1140.99,-0.002727
20040224,1139.09,-0.001665
20040225,1143.67,0.004021
20040226,1144.91,0.001084
20040227,1144.94,0.000026
20040301,1155.96,0.009625
20040302,1149.1,-0.005934
20040303,1151.04,0.001688
20040304,1154.88,0.003336
20040305,1156.87,0.001723
20040308,1147.21,-0.00835
20040309,1140.58,-0.005779
20040310,1123.89,-0.014633
20040311,1106.78,-0.015224
20040312,1120.57,0.01246
20040315,1104.49,-0.01435
20040316,1110.7,0.005623
20040317,1123.75,0.011749
20040318,1122.32,-0.001273
20040319,1109.78,-0.011173
20040322,1095.4,-0.012958
20040323,1093.95,-0.001324
20040324,1091.33,-0.002395
20040325,1109.19,0.016365
20040326,1108.06,-0.001019
20040329,1122.47,0.013005
20040330,1127,0.004036
20040331,1126.21,-0.000701
20040401,1132.17,0.005292
20040402,1141.81,0.008515
20040405,1150.57,0.007672
20040406,1148.16,-0.002095
20040407,1140.53,-0.006645
20040408,1139.32,-0.001061
20040412,1145.2,0.005161
20040413,1129.44,-0.013762
20040414,1128.17,-0.001124
20040415,1128.84,0.000594
20040416,1134.61,0.005111
20040419,1135.82,0.001066
20040420,1118.15,-0.015557
20040421,1124.09,0.005312
20040422,1139.93,0.014091
20040423,1140.6,0.000588
20040426,1135.53,-0.004445
20040427,1138.11,0.002272
20040428,1122.41,-0.013795
20040429,1113.89,-0.007591
20040430,1107.3,-0.005916
20040503,1117.49,0.009203
20040504,1119.55,0.001843
20040505,1121.53,0.001769
20040506,1113.99,-0.006723
20040507,1098.7,-0.013725
20040510,1087.12,-0.01054
20040511,1095.45,0.007662
20040512,1097.28,0.001671
20040513,1096.44,-0.000766
20040514,1095.7,-0.000675
20040517,1084.1,-0.010587
20040518,1091.49,0.006817
20040519,1088.68,-0.002574
20040520,1089.19,0.000468
20040521,1093.56,0.004012
20040524,1095.41,0.001692
20040525,1113.05,0.016104
20040526,1114.94,0.001698
20040527,1121.28,0.005686
20040528,1120.68,-0.000535
20040601,1121.2,0.000464
20040602,1124.99,0.00338
20040603,1116.64,-0.007422
20040604,1122.5,0.005248
20040607,1140.42,0.015964
20040608,1142.18,0.001543
20040609,1131.33,-0.009499
20040610,1136.47,0.004543
20040614,1125.29,-0.009837
20040615,1132.01,0.005972
20040616,1133.56,0.001369
20040617,1132.05,-0.001332
20040618,1135.02,0.002624
20040621,1130.3,-0.004159
20040622,1134.41,0.003636
20040623,1144.06,0.008507
20040624,1140.65,-0.002981
20040625,1134.43,-0.005453
20040628,1133.35,-0.000952
20040629,1136.2,0.002515
20040630,1140.84,0.004084
20040701,1128.94,-0.010431
20040702,1125.38,-0.003153
20040706,1116.21,-0.008148
20040707,1118.33,0.001899
20040708,1109.11,-0.008244
20040709,1112.81,0.003336
20040712,1114.35,0.001384
20040713,1115.14,0.000709
20040714,1111.47,-0.003291
20040715,1106.69,-0.004301
20040716,1101.39,-0.004789
20040719,1100.9,-0.000445
20040720,1108.67,0.007058
20040721,1093.88,-0.01334
20040722,1096.84,0.002706
20040723,1086.2,-0.009701
20040726,1084.06,-0.00197
20040727,1094.83,0.009935
20040728,1095.42,0.000539
20040729,1100.43,0.004574
20040730,1101.72,0.001172
20040802,1106.62,0.004448
20040803,1099.69,-0.006262
20040804,1098.63,-0.000964
20040805,1080.7,-0.01632
20040806,1063.97,-0.015481
20040809,1065.22,0.001175
20040810,1079.04,0.012974
20040811,1075.79,-0.003012
20040812,1063.23,-0.011675
20040813,1064.8,0.001477
20040816,1079.34,0.013655
20040817,1081.71,0.002196
20040818,1095.17,0.012443
20040819,1091.23,-0.003598
20040820,1098.35,0.006525
20040823,1095.68,-0.002431
20040824,1096.19,0.000465
20040825,1104.96,0.008
20040826,1105.09,0.000118
20040827,1107.77,0.002425
20040830,1099.15,-0.007781
20040831,1104.24,0.004631
20040901,1105.91,0.001512
20040902,1118.31,0.011212
20040903,1113.63,-0.004185
20040907,1121.3,0.006887
20040908,1116.27,-0.004486
20040909,1118.38,0.00189
20040910,1123.92,0.004954
20040913,1125.82,0.001691
20040914,1128.33,0.002229
20040915,1120.37,-0.007055
20040916,1123.5,0.002794
20040917,1128.55,0.004495
20040920,1122.2,-0.005627
20040921,1129.3,0.006327
20040922,1113.56,-0.013938
20040923,1108.36,-0.00467
20040924,1110.11,0.001579
20040927,1103.52,-0.005936
20040928,1110.06,0.005926
20040929,1114.8,0.00427
20040930,1114.58,-0.000197
20041001,1131.5,0.015181
20041004,1135.17,0.003243
20041005,1134.48,-0.000608
20041006,1142.05,0.006673
20041007,1130.65,-0.009982
20041008,1122.14,-0.007527
20041011,1124.39,0.002005
20041012,1121.84,-0.002268
20041013,1113.65,-0.007301
20041014,1103.29,-0.009303
20041015,1108.2,0.00445
20041018,1114.02,0.005252
20041019,1103.23,-0.009686
20041020,1103.66,0.00039
20041021,1106.49,0.002564
20041022,1095.74,-0.009715
20041025,1094.81,-0.000849
20041026,1111.09,0.01487
20041027,1125.4,0.012879
20041028,1127.44,0.001813
20041029,1130.2,0.002448
20041101,1130.51,0.000274
20041102,1130.54,0.000027
20041103,1143.2,0.011198
20041104,1161.67,0.016156
20041105,1166.17,0.003874
20041108,1164.89,-0.001098
20041109,1164.08,-0.000695
20041110,1162.91,-0.001005
20041111,1173.48,0.009089
20041112,1184.17,0.00911
20041115,1183.81,-0.000304
20041116,1175.43,-0.007079
20041117,1181.94,0.005538
20041118,1183.55,0.001362
20041119,1170.34,-0.011161
20041122,1177.24,0.005896
20041123,1176.94,-0.000255
20041124,1181.76,0.004095
20041126,1182.65,0.000753
20041129,1178.57,-0.00345
20041130,1173.82,-0.00403
20041201,1191.37,0.014951
20041202,1190.33,-0.000873
20041203,1191.17,0.000706
20041206,1190.25,-0.000772
20041207,1177.07,-0.011073
20041208,1182.81,0.004877
20041209,1189.24,0.005436
20041210,1188,-0.001043
20041213,1198.68,0.00899
20041214,1203.38,0.003921
20041215,1205.72,0.001945
20041216,1203.21,-0.002082
20041217,1194.22,-0.007472
20041220,1194.65,0.00036
20041221,1205.45,0.00904
20041222,1209.57,0.003418
20041223,1210.13,0.000463
20041227,1204.92,-0.004305
20041228,1213.54,0.007154
20041229,1213.45,-0.000074
20041230,1213.55,0.000082
20041231,1211.92,-0.001343
20050103,1202.08,-0.008119
20050104,1188.05,-0.011671
20050105,1183.74,-0.003628
20050106,1187.89,0.003506
20050107,1186.19,-0.001431
20050110,1190.25,0.003423
20050111,1182.99,-0.0061
20050112,1187.7,0.003981
20050113,1177.45,-0.00863
20050114,1184.52,0.006005
20050118,1195.98,0.009675
20050119,1184.63,-0.00949
20050120,1175.41,-0.007783
20050121,1167.87,-0.006415
20050124,1163.75,-0.003528
20050125,1168.41,0.004004
20050126,1174.07,0.004844
20050127,1174.55,0.000409
20050128,1171.36,-0.002716
20050131,1181.27,0.00846
20050201,1189.41,0.006891
20050202,1193.19,0.003178
20050203,1189.89,-0.002766
20050204,1203.03,0.011043
20050207,1201.72,-0.001089
20050208,1202.3,0.000483
20050209,1191.99,-0.008575
20050210,1197.01,0.004211
20050211,1205.3,0.006926
20050214,1206.14,0.000697
20050215,1210.12,0.0033
20050216,1210.34,0.000182
20050217,1200.75,-0.007923
20050218,1201.59,0.0007
20050222,1184.16,-0.014506
20050223,1190.8,0.005607
20050224,1200.2,0.007894
20050225,1211.37,0.009307
20050228,1203.6,-0.006414
20050301,1210.41,0.005658
20050302,1210.08,-0.000273
20050303,1210.47,0.000322
20050304,1222.12,0.009624
20050307,1225.31,0.00261
20050308,1219.43,-0.004799
20050309,1207.01,-0.010185
20050310,1209.25,0.001856
20050311,1200.08,-0.007583
20050314,1206.83,0.005625
20050315,1197.75,-0.007524
20050316,1188.07,-0.008082
20050317,1190.21,0.001801
20050318,1189.65,-0.000471
20050321,1183.78,-0.004934
20050322,1171.71,-0.010196
20050323,1172.53,0.0007
20050324,1171.42,-0.000947
20050328,1174.28,0.002441
20050329,1165.36,-0.007596
20050330,1181.41,0.013773
20050331,1180.59,-0.000694
20050401,1172.92,-0.006497
20050404,1176.12,0.002728
20050405,1181.39,0.004481
20050406,1184.07,0.002269
20050407,1191.14,0.005971
20050408,1181.2,-0.008345
20050411,1181.21,0.000008
20050412,1187.76,0.005545
20050413,1173.79,-0.011762
20050414,1162.05,-0.010002
20050415,1142.62,-0.01672
20050418,1145.98,0.002941
20050419,1152.78,0.005934
20050420,1137.5,-0.013255
20050421,1159.95,0.019736
20050422,1152.12,-0.00675
20050425,1162.1,0.008662
20050426,1151.74,-0.008915
20050427,1156.38,0.004029
20050428,1143.22,-0.01138
20050429,1156.85,0.011922
20050502,1162.16,0.00459
20050503,1161.17,-0.000852
20050504,1175.65,0.01247
20050505,1172.63,-0.002569
20050506,1171.35,-0.001092
20050509,1178.84,0.006394
20050510,1166.22,-0.010705
20050511,1171.11,0.004193
20050512,1159.36,-0.010033
20050513,1154.05,-0.00458
20050516,1165.69,0.010086
20050517,1173.8,0.006957
20050518,1185.56,0.010019
20050519,1191.08,0.004656
20050520,1189.28,-0.001511
20050523,1193.86,0.003851
20050524,1194.07,0.000176
20050525,1190.01,-0.0034
20050526,1197.62,0.006395
20050527,1198.78,0.000969
20050531,1191.5,-0.006073
20050601,1202.27,0.009039
20050602,1204.29,0.00168
20050603,1196.02,-0.006867
20050606,1197.51,0.001246
20050607,1197.26,-0.000209
20050608,1194.67,-0.002163
20050609,1200.93,0.00524
20050610,1198.11,-0.002348
20050613,1200.82,0.002262
20050614,1203.91,0.002573
20050615,1206.58,0.002218
20050616,1210.96,0.00363
20050617,1216.96,0.004955
20050620,1216.1,-0.000707
20050621,1213.61,-0.002048
20050622,1213.88,0.000222
20050623,1200.73,-0.010833
20050624,1191.57,-0.007629
20050627,1190.69,-0.000739
20050628,1201.57,0.009138
20050629,1199.85,-0.001431
20050630,1191.33,-0.007101
20050701,1194.44,0.002611
20050705,1204.99,0.008833
20050706,1194.94,-0.00834
20050707,1197.87,0.002452
20050708,1211.86,0.011679
20050711,1219.44,0.006255
20050712,1222.21,0.002272
20050713,1223.29,0.000884
20050714,1226.5,0.002624
20050715,1227.92,0.001158
20050718,1221.13,-0.00553
20050719,1229.35,0.006731
20050720,1235.2,0.004759
20050721,1227.04,-0.006606
20050722,1233.68,0.005411
20050725,1229.03,-0.003769
20050726,1231.16,0.001733
20050727,1236.79,0.004573
20050728,1243.72,0.005603
20050729,1234.18,-0.007671
20050801,1235.35,0.000948
20050802,1244.12,0.007099
20050803,1245.04,0.000739
20050804,1235.86,-0.007373
20050805,1226.42,-0.007638
20050808,1223.13,-0.002683
20050809,1231.38,0.006745
20050810,1229.13,-0.001827
20050811,1237.81,0.007062
20050812,1230.39,-0.005994
20050815,1233.87,0.002828
20050816,1219.34,-0.011776
20050817,1220.24,0.000738
20050818,1219.02,-0.001
20050819,1219.71,0.000566
20050822,1221.73,0.001656
20050823,1217.57,-0.003405
20050824,1209.59,-0.006554
20050825,1212.39,0.002315
20050826,1205.1,-0.006013
20050829,1212.28,0.005958
20050830,1208.41,-0.003192
20050831,1220.33,0.009864
20050901,1221.59,0.001033
20050902,1218.02,-0.002922
20050906,1233.39,0.012619
20050907,1236.36,0.002408
20050908,1231.67,-0.003793
20050909,1241.48,0.007965
20050912,1240.56,-0.000741
20050913,1231.2,-0.007545
20050914,1227.16,-0.003281
20050915,1227.73,0.000464
20050916,1237.91,0.008292
20050919,1231.02,-0.005566
20050920,1221.34,-0.007863
20050921,1210.2,-0.009121
20050922,1214.62,0.003652
20050923,1215.29,0.000552
20050926,1215.63,0.00028
20050927,1215.66,0.000025
20050928,1216.89,0.001012
20050929,1227.68,0.008867
20050930,1228.81,0.00092
20051003,1226.7,-0.001717
20051004,1214.47,-0.00997
20051005,1196.39,-0.014887
20051006,1191.49,-0.004096
20051007,1195.9,0.003701
20051010,1187.33,-0.007166
20051011,1184.87,-0.002072
20051012,1177.68,-0.006068
20051013,1176.84,-0.000713
20051014,1186.57,0.008268
20051017,1190.1,0.002975
20051018,1178.14,-0.01005
20051019,1195.76,0.014956
20051020,1177.8,-0.01502
20051021,1179.59,0.00152
20051024,1199.38,0.016777
20051025,1196.54,-0.002368
20051026,1191.38,-0.004312
20051027,1178.9,-0.010475
20051028,1198.41,0.016549
20051031,1207.01,0.007176
20051101,1202.76,-0.003521
20051102,1214.76,0.009977
20051103,1219.94,0.004264
20051104,1220.14,0.000164
20051107,1222.81,0.002188
20051108,1218.59,-0.003451
20051109,1220.65,0.00169
20051110,1230.96,0.008446
20051111,1234.72,0.003055
20051114,1233.76,-0.000778
20051115,1229.01,-0.00385
20051116,1231.21,0.00179
20051117,1242.8,0.009414
20051118,1248.27,0.004401
20051121,1254.85,0.005271
20051122,1261.23,0.005084
20051123,1265.61,0.003473
20051125,1268.25,0.002086
20051128,1257.46,-0.008508
20051129,1257.48,0.000016
20051130,1249.48,-0.006362
20051201,1264.67,0.012157
20051202,1265.08,0.000324
20051205,1262.09,-0.002363
20051206,1263.7,0.001276
20051207,1257.37,-0.005009
20051208,1255.84,-0.001217
20051209,1259.37,0.002811
20051212,1260.43,0.000842
20051213,1267.43,0.005554
20051214,1272.74,0.00419
20051215,1270.94,-0.001414
20051216,1267.32,-0.002848
20051219,1259.92,-0.005839
20051220,1259.62,-0.000238
20051221,1262.79,0.002517
20051222,1268.12,0.004221
20051223,1268.66,0.000426
20051227,1256.54,-0.009553
20051228,1258.17,0.001297
20051229,1254.42,-0.002981
20051230,1248.29,-0.004887
20060103,1268.8,0.01643
20060104,1273.46,0.003673
20060105,1273.48,0.000016
20060106,1285.45,0.009399
20060109,1290.15,0.003656
20060110,1289.69,-0.000357
20060111,1294.18,0.003481
20060112,1286.06,-0.006274
20060113,1287.61,0.001205
20060117,1282.93,-0.003635
20060118,1277.93,-0.003897
20060119,1285.04,0.005564
20060120,1261.49,-0.018326
20060123,1263.82,0.001847
20060124,1266.86,0.002405
20060125,1264.68,-0.001721
20060126,1273.83,0.007235
20060127,1283.72,0.007764
20060130,1285.2,0.001153
20060131,1280.08,-0.003984
20060201,1282.46,0.001859
20060202,1270.84,-0.009061
20060203,1264.03,-0.005359
20060206,1265.02,0.000783
20060207,1254.78,-0.008095
20060208,1265.65,0.008663
20060209,1263.78,-0.001478
20060210,1266.99,0.00254
20060213,1262.86,-0.00326
20060214,1275.53,0.010033
20060215,1280,0.003504
20060216,1289.38,0.007328
20060217,1287.24,-0.00166
20060221,1283.03,-0.003271
20060222,1292.67,0.007513
20060223,1287.79,-0.003775
20060224,1289.43,0.001274
20060227,1294.12,0.003637
20060228,1280.66,-0.010401
20060301,1291.24,0.008261
20060302,1289.14,-0.001626
20060303,1287.23,-0.001482
20060306,1278.26,-0.006968
20060307,1275.88,-0.001862
20060308,1278.47,0.00203
20060309,1272.23,-0.004881
20060310,1281.58,0.007349
20060313,1284.13,0.00199
20060314,1297.48,0.010396
20060315,1303.02,0.00427
20060316,1305.33,0.001773
20060317,1307.25,0.001471
20060320,1305.08,-0.00166
20060321,1297.23,-0.006015
20060322,1305.04,0.006021
20060323,1301.67,-0.002582
20060324,1302.95,0.000983
20060327,1301.61,-0.001028
20060328,1293.23,-0.006438
20060329,1302.89,0.00747
20060330,1300.25,-0.002026
20060331,1294.83,-0.004168
20060403,1297.81,0.002301
20060404,1305.93,0.006257
20060405,1311.56,0.004311
20060406,1309.04,-0.001921
20060407,1295.5,-0.010343
20060410,1296.6,0.000849
20060411,1286.57,-0.007736
20060412,1288.12,0.001205
20060413,1289.12,0.000776
20060417,1285.33,-0.00294
20060418,1307.65,0.017365
20060419,1309.93,0.001744
20060420,1311.46,0.001168
20060421,1311.28,-0.000137
20060424,1308.11,-0.002417
20060425,1301.74,-0.00487
20060426,1305.41,0.002819
20060427,1309.72,0.003302
20060428,1310.61,0.00068
20060501,1305.19,-0.004135
20060502,1313.21,0.006145
20060503,1307.85,-0.004082
20060504,1312.25,0.003364
20060505,1325.76,0.010295
20060508,1324.66,-0.00083
20060509,1325.14,0.000362
20060510,1322.85,-0.001728
20060511,1305.92,-0.012798
20060512,1291.24,-0.011241
20060515,1294.5,0.002525
20060516,1292.08,-0.001869
20060517,1270.32,-0.016841
20060518,1261.81,-0.006699
20060519,1267.03,0.004137
20060522,1262.07,-0.003915
20060523,1256.58,-0.00435
20060524,1258.57,0.001584
20060525,1272.88,0.01137
20060526,1280.16,0.005719
20060530,1259.84,-0.015873
20060531,1270.09,0.008136
20060601,1285.71,0.012298
20060602,1288.22,0.001952
20060605,1265.29,-0.0178
20060606,1263.85,-0.001138
20060607,1256.15,-0.006092
20060608,1257.93,0.001417
20060609,1252.3,-0.004476
20060612,1236.4,-0.012697
20060613,1223.69,-0.01028
20060614,1230.04,0.005189
20060615,1256.16,0.021235
20060616,1251.54,-0.003678
20060619,1240.14,-0.009109
20060620,1240.12,-0.000016
20060621,1252.2,0.009741
20060622,1245.6,-0.005271
20060623,1244.5,-0.000883
20060626,1250.56,0.004869
20060627,1239.2,-0.009084
20060628,1246,0.005487
20060629,1272.87,0.021565
20060630,1270.2,-0.002098
20060703,1280.19,0.007865
20060705,1270.91,-0.007249
20060706,1274.08,0.002494
20060707,1265.48,-0.00675
20060710,1267.34,0.00147
20060711,1272.52,0.004087
20060712,1258.6,-0.010939
20060713,1242.29,-0.012959
20060714,1236.2,-0.004902
20060717,1234.49,-0.001383
20060718,1236.86,0.00192
20060719,1259.81,0.018555
20060720,1249.13,-0.008477
20060721,1240.29,-0.007077
20060724,1260.91,0.016625
20060725,1268.88,0.006321
20060726,1268.4,-0.000378
20060727,1263.2,-0.0041
20060728,1278.55,0.012152
20060731,1276.66,-0.001478
20060801,1270.92,-0.004496
20060802,1278.55,0.006004
20060803,1280.27,0.001345
20060804,1279.36,-0.000711
20060807,1275.77,-0.002806
20060808,1271.48,-0.003363
20060809,1265.95,-0.004349
20060810,1271.81,0.004629
20060811,1266.74,-0.003986
20060814,1268.21,0.00116
20060815,1285.58,0.013696
20060816,1295.43,0.007662
20060817,1297.48,0.001582
20060818,1302.3,0.003715
20060821,1297.52,-0.00367
20060822,1298.82,0.001002
20060823,1292.99,-0.004489
20060824,1296.06,0.002374
20060825,1295.09,-0.000748
20060828,1301.78,0.005166
20060829,1304.28,0.00192
20060830,1304.27,-0.000008
20060831,1303.82,-0.000345
20060901,1311.01,0.005515
20060905,1313.25,0.001709
20060906,1300.26,-0.009891
20060907,1294.02,-0.004799
20060908,1298.92,0.003787
20060911,1299.54,0.000477
20060912,1313.11,0.010442
20060913,1318.07,0.003777
20060914,1316.28,-0.001358
20060915,1319.87,0.002727
20060918,1321.18,0.000993
20060919,1318.31,-0.002172
20060920,1325.18,0.005211
20060921,1318.03,-0.005395
20060922,1314.78,-0.002466
20060925,1326.37,0.008815
20060926,1336.34,0.007517
20060927,1336.59,0.000187
20060928,1339.15,0.001915
20060929,1335.85,-0.002464
